"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(KEGG) Inositol phosphate metabolism","KEGG_INOSITOL_PHOSPHATE_METABOLISM","NONE",-0.00536,-0.25,0.803,0.848
"(Reactome) Metabolism of mRNA","REACTOME_METABOLISM_OF_MRNA","NONE",-0.00438,-0.248,0.804,0.849
"(Reactome) NRIF signals cell death from the nucleus","REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS","NONE",0.00805,0.245,0.807,0.85
"(BioCarta) Angiotensin II mediated activation of JNK Pathway via Pyk2 dependent signaling","BIOCARTA_AT1R_PATHWAY","NONE",-0.00449,-0.242,0.809,0.852
"(Reactome) Loss of Nlp from mitotic centrosomes","REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES","NONE",-0.00452,-0.241,0.809,0.852
"(PID) Thromboxane A2 receptor signaling","PID_TXA2PATHWAY","NONE",0.00483,0.238,0.812,0.852
"(KEGG) Lysosome","KEGG_LYSOSOME","NONE",0.00448,0.237,0.813,0.852
"(PID) Insulin Pathway","PID_INSULIN_PATHWAY","NONE",0.00365,0.237,0.813,0.852
"(Reactome) Apoptosis","REACTOME_APOPTOSIS","NONE",-0.00285,-0.236,0.813,0.852
"(Reactome) Adenylate cyclase activating pathway","REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY","NONE",0.01,0.236,0.814,0.852
"(Reactome) Transcriptional Regulation of White Adipocyte Differentiation","REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION","NONE",0.00435,0.232,0.817,0.855
"(Reactome) MAPK targets/ Nuclear events mediated by MAP kinases","REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES","NONE",0.00481,0.228,0.82,0.857
"(KEGG) Dilated cardiomyopathy","KEGG_DILATED_CARDIOMYOPATHY","NONE",0.0048,0.204,0.839,0.876
"(KEGG) Biosynthesis of unsaturated fatty acids","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS","NONE",-0.00691,-0.201,0.841,0.877
"(Reactome) Interleukin receptor SHC signaling","REACTOME_IL_RECEPTOR_SHC_SIGNALING","NONE",0.00475,0.196,0.845,0.881
"(Reactome) Signal regulatory protein (SIRP) family interactions","REACTOME_SIGNAL_REGULATORY_PROTEIN_SIRP_FAMILY_INTERACTIONS","NONE",-0.00602,-0.194,0.846,0.881
"(KEGG) Starch and sucrose metabolism","KEGG_STARCH_AND_SUCROSE_METABOLISM","NONE",-0.00349,-0.191,0.849,0.883
"(Reactome) Synthesis of PIPs at the late endosome membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE","NONE",-0.00605,-0.189,0.85,0.884
"(Reactome) Metabolism of polyamines","REACTOME_METABOLISM_OF_POLYAMINES","NONE",0.00484,0.181,0.857,0.889
"(Reactome) Fatty Acyl-CoA Biosynthesis","REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS","NONE",0.00738,0.181,0.857,0.889
"(PID) Syndecan-1-mediated signaling events","PID_SYNDECAN_1_PATHWAY","NONE",-0.00535,-0.18,0.857,0.889
"(Reactome) MHC class II antigen presentation","REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION","NONE",0.00399,0.174,0.862,0.893
"(Naba) Genes encoding enzymes and their regulators involved in the remodeling of the extracellular matrix","NABA_ECM_REGULATORS","NONE",-0.00213,-0.163,0.871,0.901
"(Reactome) Destabilization of mRNA by Tristetraprolin (TTP)","REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP","NONE",-0.00443,-0.157,0.875,0.905
"(Reactome) Synthesis of very long-chain fatty acyl-CoAs","REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS","NONE",-0.0076,-0.156,0.876,0.906
"(Reactome) Regulation of Water Balance by Renal Aquaporins","REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS","NONE",-0.00307,-0.151,0.88,0.909
"(BioCarta) VEGF, Hypoxia, and Angiogenesis","BIOCARTA_VEGF_PATHWAY","NONE",-0.00227,-0.132,0.895,0.924
"(Reactome) The role of Nef in HIV-1 replication and disease pathogenesis","REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS","NONE",-0.00268,-0.124,0.901,0.928
"(Reactome) G1 Phase","REACTOME_G1_PHASE","NONE",0.00203,0.124,0.901,0.928
"(Reactome) Prostacyclin signalling through prostacyclin receptor","REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR","NONE",-0.00455,-0.122,0.903,0.929
"(BioCarta) Cell Cycle: G2/M Checkpoint","BIOCARTA_G2_PATHWAY","NONE",0.00384,0.121,0.904,0.929
"(Reactome) Thromboxane signalling through TP receptor","REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR","NONE",0.00385,0.12,0.905,0.929
"(KEGG) Adipocytokine signaling pathway","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","NONE",0.00255,0.115,0.909,0.932
"(PID) Hedgehog signaling events mediated by Gli proteins","PID_HEDGEHOG_GLI_PATHWAY","NONE",0.0017,0.114,0.909,0.932
"(KEGG) Fatty acid metabolism","KEGG_FATTY_ACID_METABOLISM","NONE",-0.00392,-0.11,0.912,0.934
"(BioCarta) Links between Pyk2 and Map Kinases","BIOCARTA_PYK2_PATHWAY","NONE",-0.0019,-0.11,0.912,0.934
"(PID) Signaling events mediated by the Hedgehog family","PID_HEDGEHOG_2PATHWAY","NONE",-0.00264,-0.109,0.913,0.934
"(Reactome) Transport of inorganic cations/anions and amino acids/oligopeptides","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES","NONE",-0.00221,-0.0927,0.926,0.946
"(PID) Degradation of beta catenin","PID_BETA_CATENIN_DEG_PATHWAY","NONE",0.00163,0.0838,0.933,0.953
"(KEGG) Steroid biosynthesis","KEGG_STEROID_BIOSYNTHESIS","NONE",0.00461,0.0813,0.935,0.954
"(BioCarta) How does salmonella hijack a cell","BIOCARTA_SALMONELLA_PATHWAY","NONE",0.00189,0.077,0.939,0.957
"(Reactome) AKT phosphorylates targets in the cytosol","REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL","NONE",-0.00226,-0.0756,0.94,0.957
"(KEGG) Cytosolic DNA-sensing pathway","KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY","NONE",0.00114,0.0709,0.943,0.959
"(PID) IGF1 pathway","PID_IGF1_PATHWAY","NONE",0.00134,0.0708,0.944,0.959
"(BioCarta) Map Kinase Inactivation of SMRT Corepressor","BIOCARTA_EGFR_SMRTE_PATHWAY","NONE",-0.00233,-0.0654,0.948,0.963
"(Reactome) Synthesis of PIPs at the early endosome membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE","NONE",0.00161,0.0634,0.949,0.963
"(PID) Glucocorticoid receptor regulatory network","PID_REG_GR_PATHWAY","NONE",0.00124,0.0621,0.951,0.964
"(PID) Canonical Wnt signaling pathway","PID_WNT_CANONICAL_PATHWAY","NONE",-0.00136,-0.06,0.952,0.965
"(KEGG) Primary bile acid biosynthesis","KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS","NONE",0.00202,0.059,0.953,0.965
"(Reactome) GABA B receptor activation","REACTOME_GABA_B_RECEPTOR_ACTIVATION","NONE",-0.00151,-0.0542,0.957,0.967
"(Reactome) Branched-chain amino acid catabolism","REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM","NONE",-0.00204,-0.0539,0.957,0.967
"(KEGG) Limonene and pinene degradation","KEGG_LIMONENE_AND_PINENE_DEGRADATION","NONE",-0.00195,-0.0509,0.959,0.968
"(PID) Arf6 downstream pathway","PID_ARF6_DOWNSTREAM_PATHWAY","NONE",0.000873,0.049,0.961,0.969
"(Reactome) COPI Mediated Transport","REACTOME_COPI_MEDIATED_TRANSPORT","NONE",0.00118,0.048,0.962,0.969
"(Reactome) JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1","REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1","NONE",-0.000883,-0.0389,0.969,0.975
"(Reactome) SLC-mediated transmembrane transport","REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT","NONE",0.000548,0.0382,0.97,0.975
"(KEGG) Tryptophan metabolism","KEGG_TRYPTOPHAN_METABOLISM","NONE",0.00106,0.0365,0.971,0.976
"(BioCarta) ADP-Ribosylation Factor","BIOCARTA_ARAP_PATHWAY","NONE",-0.000539,-0.0295,0.976,0.981
"(KEGG) Primary immunodeficiency","KEGG_PRIMARY_IMMUNODEFICIENCY","NONE",-0.000693,-0.0278,0.978,0.981
"(PID) Calcineurin-regulated NFAT-dependent transcription in lymphocytes","PID_NFAT_TFPATHWAY","NONE",0.00105,0.0253,0.98,0.982
"(Reactome) Homologous recombination repair of replication-independent double-strand breaks","REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS","NONE",-0.000572,-0.0243,0.981,0.982
"(BioCarta) Attenuation of GPCR Signaling","BIOCARTA_AGPCR_PATHWAY","NONE",0.000411,0.0215,0.983,0.984
"(Reactome) Meiosis","REACTOME_MEIOSIS","NONE",-0.00012,-0.0043,0.997,0.997
