"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(BioCarta) Angiotensin II mediated activation of JNK Pathway via Pyk2 dependent signaling","BIOCARTA_AT1R_PATHWAY","NONE",-0.0015,-0.091,0.93,0.939
"(Reactome) PKB-mediated events","REACTOME_PKB_MEDIATED_EVENTS","NONE",-0.00139,-0.0815,0.938,0.945
"(KEGG) Intestinal immune network for IgA production","KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION","NONE",-0.00201,-0.0667,0.949,0.956
"(Reactome) Signal amplification","REACTOME_SIGNAL_AMPLIFICATION","NONE",0.00251,0.0649,0.95,0.956
"(Reactome) Formation of Fibrin Clot (Clotting Cascade)","REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE","NONE",0.00178,0.0504,0.961,0.966
"(Reactome) Early Phase of HIV Life Cycle","REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE","NONE",-0.00163,-0.0339,0.974,0.978
"(KEGG) RNA polymerase","KEGG_RNA_POLYMERASE","NONE",0.000609,0.0301,0.977,0.98
"(KEGG) Epithelial cell signaling in Helicobacter pylori infection","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","NONE",-0.000382,-0.0167,0.987,0.99
"(Reactome) G alpha (z) signalling events","REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS","NONE",0.000553,0.0149,0.989,0.99
"(BioCarta) Ca++/ Calmodulin-dependent Protein Kinase Activation","BIOCARTA_CACAM_PATHWAY","NONE",-0.000134,-0.00429,0.997,0.997
"(Signaling Gateway) Genes related to CD40 signaling","SIG_CD40PATHWAYMAP","NONE",0.000165,0.00387,0.997,0.997
