"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(PID) Validated targets of C-MYC transcriptional activation","PID_MYC_ACTIV_PATHWAY","NONE",0.00503,0.44,0.66,0.715
"(BioCarta) Attenuation of GPCR Signaling","BIOCARTA_AGPCR_PATHWAY","NONE",-0.0111,-0.439,0.661,0.715
"(PID) Regulation of nuclear beta catenin signaling and target gene transcription","PID_BETA_CATENIN_NUC_PATHWAY","NONE",0.00523,0.439,0.661,0.715
"(KEGG) MAPK signaling pathway","KEGG_MAPK_SIGNALING_PATHWAY","NONE",-0.00587,-0.435,0.664,0.718
"(PID) Signaling events mediated by Stem cell factor receptor (c-Kit)","PID_KIT_PATHWAY","NONE",-0.00667,-0.428,0.669,0.723
"(KEGG) Arginine and proline metabolism","KEGG_ARGININE_AND_PROLINE_METABOLISM","NONE",-0.00927,-0.427,0.67,0.723
"(KEGG) Arrhythmogenic right ventricular cardiomyopathy (ARVC)","KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC","NONE",-0.00612,-0.425,0.671,0.724
"(Reactome) Regulation of Water Balance by Renal Aquaporins","REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS","NONE",0.00824,0.415,0.678,0.73
"(Reactome) Striated Muscle Contraction","REACTOME_STRIATED_MUSCLE_CONTRACTION","NONE",0.0136,0.412,0.68,0.732
"(Reactome) Interferon Signaling","REACTOME_INTERFERON_SIGNALING","NONE",0.00846,0.404,0.687,0.738
"(Reactome) Inflammasomes","REACTOME_INFLAMMASOMES","NONE",0.00694,0.403,0.687,0.738
"(KEGG) Vibrio cholerae infection","KEGG_VIBRIO_CHOLERAE_INFECTION","NONE",-0.00492,-0.389,0.697,0.748
"(Reactome) Golgi Associated Vesicle Biogenesis","REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS","NONE",0.00554,0.388,0.698,0.748
"(Reactome) Beta-catenin phosphorylation cascade","REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE","NONE",0.00755,0.381,0.703,0.754
"(BioCarta) Regulation of BAD phosphorylation","BIOCARTA_BAD_PATHWAY","NONE",-0.00735,-0.378,0.706,0.756
"(Reactome) HS-GAG biosynthesis","REACTOME_HS_GAG_BIOSYNTHESIS","NONE",0.0105,0.373,0.709,0.758
"(BioCarta) Intrinsic Prothrombin Activation Pathway","BIOCARTA_INTRINSIC_PATHWAY","NONE",0.0108,0.373,0.709,0.758
"(KEGG) Galactose metabolism","KEGG_GALACTOSE_METABOLISM","NONE",0.00764,0.37,0.712,0.759
"(KEGG) Glycosphingolipid biosynthesis - globo series","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES","NONE",-0.00876,-0.37,0.712,0.759
"(PID) mTOR signaling pathway","PID_MTOR_4PATHWAY","NONE",-0.00412,-0.367,0.713,0.76
"(BioCarta) Nuclear receptors coordinate the activities of chromatin remodeling complexes and coactivators to facilitate initiation of transcription in carcinoma cells","BIOCARTA_RARRXR_PATHWAY","NONE",-0.00739,-0.366,0.714,0.761
"(Reactome) Signaling by ERBB2","REACTOME_SIGNALING_BY_ERBB2","NONE",-0.00356,-0.361,0.718,0.764
"(KEGG) Basal cell carcinoma","KEGG_BASAL_CELL_CARCINOMA","NONE",-0.00818,-0.359,0.72,0.764
"(BioCarta) Sonic Hedgehog (Shh) Pathway","BIOCARTA_SHH_PATHWAY","NONE",-0.00858,-0.359,0.72,0.764
"(Reactome) Protein folding","REACTOME_PROTEIN_FOLDING","NONE",-0.00438,-0.352,0.725,0.769
"(Reactome) RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS","NONE",0.00649,0.349,0.727,0.771
"(Reactome) Apoptosis induced DNA fragmentation","REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION","NONE",-0.0141,-0.342,0.732,0.775
"(PID) Ceramide signaling pathway","PID_CERAMIDE_PATHWAY","NONE",0.00467,0.341,0.733,0.775
"(Reactome) Glutathione conjugation","REACTOME_GLUTATHIONE_CONJUGATION","NONE",-0.0157,-0.338,0.736,0.778
"(STKE) Wnt/beta-catenin Pathway","ST_WNT_BETA_CATENIN_PATHWAY","NONE",0.00564,0.336,0.737,0.778
"(Reactome) Phase 1 - Functionalization of compounds","REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS","NONE",-0.00649,-0.336,0.737,0.778
"(PID) Validated nuclear estrogen receptor beta network","PID_ERB_GENOMIC_PATHWAY","NONE",-0.00684,-0.33,0.741,0.781
"(Reactome) Diabetes pathways","REACTOME_DIABETES_PATHWAYS","NONE",-0.00429,-0.324,0.746,0.786
"(Reactome) Regulated proteolysis of p75NTR","REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR","NONE",0.0122,0.316,0.752,0.791
"(SuperArray) Genes related to Wnt-mediated signal transduction","WNT_SIGNALING","NONE",0.00438,0.313,0.755,0.793
"(KEGG) Circadian rhythm - mammal","KEGG_CIRCADIAN_RHYTHM_MAMMAL","NONE",-0.0103,-0.312,0.755,0.793
"(Reactome) CTLA4 inhibitory signaling","REACTOME_CTLA4_INHIBITORY_SIGNALING","NONE",-0.0043,-0.311,0.756,0.794
"(PID) Regulation of p38-alpha and p38-beta","PID_P38_ALPHA_BETA_PATHWAY","NONE",-0.00428,-0.302,0.763,0.8
"(Reactome) Apoptosis","REACTOME_APOPTOSIS","NONE",-0.00317,-0.289,0.773,0.81
"(PID) Atypical NF-kappaB pathway","PID_NFKAPPAB_ATYPICAL_PATHWAY","NONE",0.0079,0.283,0.777,0.814
"(KEGG) Valine, leucine and isoleucine degradation","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION","NONE",-0.0117,-0.279,0.781,0.817
"(PID) CXCR3-mediated signaling events","PID_CXCR3_PATHWAY","NONE",-0.00427,-0.275,0.783,0.819
"(Reactome) Factors involved in megakaryocyte development and platelet production","REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION","NONE",-0.00303,-0.271,0.787,0.822
"(PID) Arf6 signaling events","PID_ARF6_PATHWAY","NONE",-0.00409,-0.26,0.795,0.83
"(BioCarta) Acute Myocardial Infarction","BIOCARTA_AMI_PATHWAY","NONE",-0.00841,-0.257,0.798,0.831
"(PID) Internalization of ErbB1","PID_ERBB1_INTERNALIZATION_PATHWAY","NONE",0.00374,0.253,0.801,0.834
"(BioCarta) Thrombin signaling and protease-activated receptors","BIOCARTA_PAR1_PATHWAY","NONE",-0.00392,-0.25,0.803,0.835
"(Reactome) NGF signalling via TRKA from the plasma membrane","REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE","NONE",-0.00288,-0.248,0.804,0.836
"(BioCarta) Caspase Cascade in Apoptosis","BIOCARTA_CASPASE_PATHWAY","NONE",0.00561,0.241,0.81,0.841
"(Reactome) Packaging Of Telomere Ends","REACTOME_PACKAGING_OF_TELOMERE_ENDS","NONE",0.0172,0.24,0.81,0.841
"(Reactome) Deposition of New CENPA-containing Nucleosomes at the Centromere","REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE","NONE",-0.0122,-0.239,0.811,0.841
"(BioCarta) Repression of Pain Sensation by the Transcriptional Regulator DREAM","BIOCARTA_DREAM_PATHWAY","NONE",0.0073,0.236,0.814,0.843
"(KEGG) Glycosaminoglycan degradation","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","NONE",-0.00602,-0.234,0.815,0.843
"(Reactome) Triglyceride Biosynthesis","REACTOME_TRIGLYCERIDE_BIOSYNTHESIS","NONE",-0.00457,-0.23,0.818,0.846
"(Reactome) MHC class II antigen presentation","REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION","NONE",-0.0042,-0.229,0.819,0.846
"(KEGG) Gap junction","KEGG_GAP_JUNCTION","NONE",-0.00372,-0.22,0.826,0.852
"(Reactome) Synthesis of PIPs at the Golgi membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE","NONE",0.00562,0.22,0.826,0.852
"(Reactome) Cell-cell junction organization","REACTOME_CELL_CELL_JUNCTION_ORGANIZATION","NONE",-0.00348,-0.216,0.829,0.854
"(KEGG) Thyroid cancer","KEGG_THYROID_CANCER","NONE",0.00267,0.215,0.83,0.854
"(Reactome) Metabolism of mRNA","REACTOME_METABOLISM_OF_MRNA","NONE",-0.00273,-0.212,0.832,0.854
"(Reactome) PI3K Cascade","REACTOME_PI3K_CASCADE","NONE",-0.00323,-0.212,0.832,0.854
"(BioCarta) Cell Cycle: G2/M Checkpoint","BIOCARTA_G2_PATHWAY","NONE",-0.00475,-0.212,0.832,0.854
"(Reactome) Influenza Life Cycle","REACTOME_INFLUENZA_LIFE_CYCLE","NONE",0.00343,0.212,0.832,0.854
"(Reactome) GPVI-mediated activation cascade","REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE","NONE",-0.00321,-0.196,0.845,0.866
"(Reactome) Transport of vitamins, nucleosides, and related molecules","REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES","NONE",-0.00512,-0.187,0.852,0.872
"(BioCarta) Ras-Independent pathway in NK cell-mediated cytotoxicity","BIOCARTA_NKCELLS_PATHWAY","NONE",-0.0045,-0.184,0.854,0.874
"(Reactome) Adenylate cyclase inhibitory pathway","REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY","NONE",-0.00406,-0.18,0.857,0.876
"(Reactome) PI3K events in ERBB4 signaling","REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING","NONE",-0.00295,-0.179,0.858,0.876
"(Reactome) Regulation of beta-cell development","REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT","NONE",-0.00577,-0.176,0.86,0.878
"(Reactome) ADP signalling through P2Y purinoceptor 1","REACTOME_ADP_SIGNALLING_THROUGH_P2RY1","NONE",0.00473,0.166,0.868,0.886
"(Reactome) Insulin receptor signalling cascade","REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE","NONE",0.00194,0.162,0.871,0.888
"(PID) CD40/CD40L signaling","PID_CD40_PATHWAY","NONE",-0.00347,-0.153,0.879,0.894
"(BioCarta) Role of nicotinic acetylcholine receptors in the regulation of apoptosis","BIOCARTA_ACH_PATHWAY","NONE",-0.00308,-0.152,0.879,0.894
"(PID) IL1-mediated signaling events","PID_IL1_PATHWAY","NONE",-0.00224,-0.138,0.89,0.905
"(Reactome) MAPK targets/ Nuclear events mediated by MAP kinases","REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES","NONE",0.00227,0.125,0.9,0.914
"(Reactome) Signaling by FGFR in disease","REACTOME_SIGNALING_BY_FGFR_IN_DISEASE","NONE",0.00103,0.118,0.906,0.919
"(Reactome) ADP signalling through P2Y purinoceptor 12","REACTOME_ADP_SIGNALLING_THROUGH_P2RY12","NONE",-0.0037,-0.115,0.909,0.921
"(PID) E2F transcription factor network","PID_E2F_PATHWAY","NONE",-0.00185,-0.098,0.922,0.934
"(SigmaAldrich) Apoptosis is mediated by caspases, cysteine proteases arranged in a proteolytic cascade.","SA_CASPASE_CASCADE","NONE",-0.00182,-0.0946,0.925,0.936
"(KEGG) Aldosterone-regulated sodium reabsorption","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","NONE",-0.00206,-0.0886,0.929,0.94
"(KEGG) Cytosolic DNA-sensing pathway","KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY","NONE",-0.00132,-0.0836,0.933,0.943
"(KEGG) Drug metabolism - cytochrome P450","KEGG_DRUG_METABOLISM_CYTOCHROME_P450","NONE",-0.00265,-0.0765,0.939,0.948
"(Reactome) GRB2 events in ERBB2 signaling","REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING","NONE",0.0011,0.0703,0.944,0.952
"(Reactome) G-protein activation","REACTOME_G_PROTEIN_ACTIVATION","NONE",0.00163,0.0665,0.947,0.954
"(KEGG) Steroid biosynthesis","KEGG_STEROID_BIOSYNTHESIS","NONE",-0.00251,-0.053,0.958,0.964
"(PID) Signaling mediated by p38-alpha and p38-beta","PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY","NONE",-0.000885,-0.0529,0.958,0.964
"(Reactome) Nuclear Events (kinase and transcription factor activation)","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION","NONE",0.000754,0.0428,0.966,0.971
"(Reactome) Signaling by NOTCH","REACTOME_SIGNALING_BY_NOTCH","NONE",-0.000428,-0.0273,0.978,0.982
"(Reactome) Membrane Trafficking","REACTOME_MEMBRANE_TRAFFICKING","NONE",0.000294,0.0195,0.984,0.988
"(Reactome) Aquaporin-mediated transport","REACTOME_AQUAPORIN_MEDIATED_TRANSPORT","NONE",-0.000343,-0.0176,0.986,0.988
"(Reactome) Meiotic Synapsis","REACTOME_MEIOTIC_SYNAPSIS","NONE",0.000456,0.0104,0.992,0.993
"(Reactome) Signalling to p38 via RIT and RIN","REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN","NONE",0.00022,0.00986,0.992,0.993
"(Reactome) G1 Phase","REACTOME_G1_PHASE","NONE",-6.21e-05,-0.0045,0.996,0.996
