"STANDARD_NAME","CONTRIBUTOR","DESCRIPTION_BRIEF","display_name"
"REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE","Reactome","Genes involved in Acetylcholine Neurotransmitter Release Cycle","(Reactome) Acetylcholine Neurotransmitter Release Cycle"
"REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY","Reactome","Genes involved in Adenylate cyclase activating pathway","(Reactome) Adenylate cyclase activating pathway"
"REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY","Reactome","Genes involved in Adenylate cyclase inhibitory pathway","(Reactome) Adenylate cyclase inhibitory pathway"
"REACTOME_DARPP_32_EVENTS","Reactome","Genes involved in DARPP-32 events","(Reactome) DARPP-32 events"
"REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES","Reactome","Genes involved in Chemokine receptors bind chemokines","(Reactome) Chemokine receptors bind chemokines"
"REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES","Reactome","Genes involved in Loss of Nlp from mitotic centrosomes","(Reactome) Loss of Nlp from mitotic centrosomes"
"REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL","Reactome","Genes involved in Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell","(Reactome) Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell"
"REACTOME_CELL_CYCLE_CHECKPOINTS","Reactome","Genes involved in Cell Cycle Checkpoints","(Reactome) Cell Cycle Checkpoints"
"REACTOME_DIABETES_PATHWAYS","Reactome","Genes involved in Diabetes pathways","(Reactome) Diabetes pathways"
"REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS","Reactome","Genes involved in p130Cas linkage to MAPK signaling for integrins","(Reactome) p130Cas linkage to MAPK signaling for integrins"
"REACTOME_GLYCOPROTEIN_HORMONES","Reactome","Genes involved in Glycoprotein hormones","(Reactome) Glycoprotein hormones"
"REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE","Reactome","Genes involved in Norepinephrine Neurotransmitter Release Cycle","(Reactome) Norepinephrine Neurotransmitter Release Cycle"
"REACTOME_PLC_BETA_MEDIATED_EVENTS","Reactome","Genes involved in PLC beta mediated events","(Reactome) PLC beta mediated events"
"REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS","Reactome","Genes involved in Regulation of Insulin-like Growth Factor (IGF) Activity by Insulin-like Growth Factor Binding Proteins (IGFBPs)","(Reactome) Regulation of Insulin-like Growth Factor (IGF) Activity by Insulin-like Growth Factor Binding Proteins (IGFBPs)"
"REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_","Reactome","Genes involved in GRB2:SOS provides linkage to MAPK signaling for Intergrins ","(Reactome) GRB2:SOS provides linkage to MAPK signaling for Intergrins "
"REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS","Reactome","Genes involved in Peptide hormone biosynthesis","(Reactome) Peptide hormone biosynthesis"
"REACTOME_G_PROTEIN_ACTIVATION","Reactome","Genes involved in G-protein activation","(Reactome) G-protein activation"
"REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS","Reactome","Genes involved in Acetylcholine Binding And Downstream Events","(Reactome) Acetylcholine Binding And Downstream Events"
"REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT","Reactome","Genes involved in ABC-family proteins mediated transport","(Reactome) ABC-family proteins mediated transport"
"REACTOME_TRNA_AMINOACYLATION","Reactome","Genes involved in tRNA Aminoacylation","(Reactome) tRNA Aminoacylation"
"REACTOME_OLFACTORY_SIGNALING_PATHWAY","Reactome","Genes involved in Olfactory Signaling Pathway","(Reactome) Olfactory Signaling Pathway"
"REACTOME_STEROID_HORMONES","Reactome","Genes involved in Steroid hormones","(Reactome) Steroid hormones"
"REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB","Reactome","Genes involved in PKA-mediated phosphorylation of CREB","(Reactome) PKA-mediated phosphorylation of CREB"
"REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES","Reactome","Genes involved in Recruitment of NuMA to mitotic centrosomes","(Reactome) Recruitment of NuMA to mitotic centrosomes"
"REACTOME_AMINE_DERIVED_HORMONES","Reactome","Genes involved in Amine-derived hormones","(Reactome) Amine-derived hormones"
"REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES","Reactome","Genes involved in Transmembrane transport of small molecules","(Reactome) Transmembrane transport of small molecules"
"REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING","Reactome","Genes involved in Integrin alphaIIb beta3 signaling","(Reactome) Integrin alphaIIb beta3 signaling"
"REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY","Reactome","Genes involved in Nuclear Receptor transcription pathway","(Reactome) Nuclear Receptor transcription pathway"
"REACTOME_INSULIN_SYNTHESIS_AND_PROCESSING","Reactome","Genes involved in Insulin Synthesis and Processing","(Reactome) Insulin Synthesis and Processing"
"REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_","Reactome","Genes involved in Cyclin E associated events during G1/S transition ","(Reactome) Cyclin E associated events during G1/S transition "
"REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS","Reactome","Genes involved in Homologous recombination repair of replication-independent double-strand breaks","(Reactome) Homologous recombination repair of replication-independent double-strand breaks"
"REACTOME_G1_PHASE","Reactome","Genes involved in G1 Phase","(Reactome) G1 Phase"
"REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS","Reactome","Genes involved in Elevation of cytosolic Ca2+ levels","(Reactome) Elevation of cytosolic Ca2+ levels"
"REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE","Reactome","Genes involved in p53-Dependent G1 DNA Damage Response","(Reactome) p53-Dependent G1 DNA Damage Response"
"REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER","Reactome","Genes involved in Transcription-coupled NER (TC-NER)","(Reactome) Transcription-coupled NER (TC-NER)"
"REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING","Reactome","Genes involved in RNA Polymerase II Transcription Pre-Initiation And Promoter Opening","(Reactome) RNA Polymerase II Transcription Pre-Initiation And Promoter Opening"
"REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION","Reactome","Genes involved in Glucagon signaling in metabolic regulation","(Reactome) Glucagon signaling in metabolic regulation"
"REACTOME_MRNA_PROCESSING","Reactome","Genes involved in mRNA Processing","(Reactome) mRNA Processing"
"REACTOME_SIGNALING_BY_PDGF","Reactome","Genes involved in Signaling by PDGF","(Reactome) Signaling by PDGF"
"REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS","Reactome","Genes involved in Association of TriC/CCT with target proteins during biosynthesis","(Reactome) Association of TriC/CCT with target proteins during biosynthesis"
"REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC","Reactome","Genes involved in Prefoldin mediated transfer of substrate  to CCT/TriC","(Reactome) Prefoldin mediated transfer of substrate  to CCT/TriC"
"REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS","Reactome","Genes involved in Hormone ligand-binding receptors","(Reactome) Hormone ligand-binding receptors"
"REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE","Reactome","Genes involved in GPVI-mediated activation cascade","(Reactome) GPVI-mediated activation cascade"
"REACTOME_PROTEIN_FOLDING","Reactome","Genes involved in Protein folding","(Reactome) Protein folding"
"REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC","Reactome","Genes involved in Formation of tubulin folding intermediates by CCT/TriC","(Reactome) Formation of tubulin folding intermediates by CCT/TriC"
"REACTOME_PEROXISOMAL_LIPID_METABOLISM","Reactome","Genes involved in Peroxisomal lipid metabolism","(Reactome) Peroxisomal lipid metabolism"
"REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY","Reactome","Genes involved in Post-chaperonin tubulin folding pathway","(Reactome) Post-chaperonin tubulin folding pathway"
"REACTOME_STRIATED_MUSCLE_CONTRACTION","Reactome","Genes involved in Striated Muscle Contraction","(Reactome) Striated Muscle Contraction"
"REACTOME_METABOLISM_OF_NUCLEOTIDES","Reactome","Genes involved in Metabolism of nucleotides","(Reactome) Metabolism of nucleotides"
"REACTOME_AMINE_LIGAND_BINDING_RECEPTORS","Reactome","Genes involved in Amine ligand-binding receptors","(Reactome) Amine ligand-binding receptors"
"REACTOME_METABOLISM_OF_PROTEINS","Reactome","Genes involved in Metabolism of proteins","(Reactome) Metabolism of proteins"
"REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION","Reactome","Genes involved in Downstream signal transduction","(Reactome) Downstream signal transduction"
"REACTOME_MUSCLE_CONTRACTION","Reactome","Genes involved in Muscle contraction","(Reactome) Muscle contraction"
"REACTOME_SEROTONIN_RECEPTORS","Reactome","Genes involved in Serotonin receptors","(Reactome) Serotonin receptors"
"REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX","Reactome","Genes involved in CDC6 association with the ORC:origin complex","(Reactome) CDC6 association with the ORC:origin complex"
"REACTOME_M_G1_TRANSITION","Reactome","Genes involved in M/G1 Transition","(Reactome) M/G1 Transition"
"REACTOME_MRNA_SPLICING","Reactome","Genes involved in mRNA Splicing","(Reactome) mRNA Splicing"
"REACTOME_MRNA_SPLICING_MINOR_PATHWAY","Reactome","Genes involved in mRNA Splicing - Minor Pathway","(Reactome) mRNA Splicing - Minor Pathway"
"REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION","Reactome","Genes involved in 3' -UTR-mediated translational regulation","(Reactome) 3' -UTR-mediated translational regulation"
"REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA","Reactome","Genes involved in Processing of Capped Intronless Pre-mRNA","(Reactome) Processing of Capped Intronless Pre-mRNA"
"REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS","Reactome","Genes involved in Purine ribonucleoside monophosphate biosynthesis","(Reactome) Purine ribonucleoside monophosphate biosynthesis"
"REACTOME_G1_S_TRANSITION","Reactome","Genes involved in G1/S Transition","(Reactome) G1/S Transition"
"REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE","Reactome","Genes involved in Citric acid cycle (TCA cycle)","(Reactome) Citric acid cycle (TCA cycle)"
"REACTOME_TRANSCRIPTION","Reactome","Genes involved in Transcription","(Reactome) Transcription"
"REACTOME_POL_SWITCHING","Reactome","Genes involved in Polymerase switching","(Reactome) Polymerase switching"
"REACTOME_NUCLEOTIDE_EXCISION_REPAIR","Reactome","Genes involved in Nucleotide Excision Repair","(Reactome) Nucleotide Excision Repair"
"REACTOME_REGULATION_OF_THE_FANCONI_ANEMIA_PATHWAY","Reactome","Genes involved in Regulation of the Fanconi anemia pathway","(Reactome) Regulation of the Fanconi anemia pathway"
"REACTOME_AXON_GUIDANCE","Reactome","Genes involved in Axon guidance","(Reactome) Axon guidance"
"REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S","Reactome","Genes involved in Activation of Chaperone Genes by XBP1(S)","(Reactome) Activation of Chaperone Genes by XBP1(S)"
"REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1","Reactome","Genes involved in Regulation of Insulin Secretion by Glucagon-like Peptide-1","(Reactome) Regulation of Insulin Secretion by Glucagon-like Peptide-1"
"REACTOME_PERK_REGULATED_GENE_EXPRESSION","Reactome","Genes involved in PERK regulated gene expression","(Reactome) PERK regulated gene expression"
"REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS","Reactome","Genes involved in G alpha (q) signalling events","(Reactome) G alpha (q) signalling events"
"REACTOME_P2Y_RECEPTORS","Reactome","Genes involved in P2Y receptors","(Reactome) P2Y receptors"
"REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS","Reactome","Genes involved in Trafficking of AMPA receptors","(Reactome) Trafficking of AMPA receptors"
"REACTOME_NCAM1_INTERACTIONS","Reactome","Genes involved in NCAM1 interactions","(Reactome) NCAM1 interactions"
"REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS","Reactome","Genes involved in Class C/3 (Metabotropic glutamate/pheromone receptors)","(Reactome) Class C/3 (Metabotropic glutamate/pheromone receptors)"
"REACTOME_REGULATION_OF_INSULIN_SECRETION","Reactome","Genes involved in Regulation of Insulin Secretion","(Reactome) Regulation of Insulin Secretion"
"REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH","Reactome","Genes involved in NCAM signaling for neurite out-growth","(Reactome) NCAM signaling for neurite out-growth"
"REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE","Reactome","Genes involved in Inhibition of Insulin Secretion by Adrenaline/Noradrenaline","(Reactome) Inhibition of Insulin Secretion by Adrenaline/Noradrenaline"
"REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS","Reactome","Genes involved in Nucleotide-like (purinergic) receptors","(Reactome) Nucleotide-like (purinergic) receptors"
"REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA","Reactome","Genes involved in Activation of Chaperones by ATF6-alpha","(Reactome) Activation of Chaperones by ATF6-alpha"
"REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT","Reactome","Genes involved in Transport of Mature mRNA Derived from an Intronless Transcript","(Reactome) Transport of Mature mRNA Derived from an Intronless Transcript"
"REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS","Reactome","Genes involved in Eicosanoid ligand-binding receptors","(Reactome) Eicosanoid ligand-binding receptors"
"REACTOME_ACTIVATION_OF_GENES_BY_ATF4","Reactome","Genes involved in Activation of Genes by ATF4","(Reactome) Activation of Genes by ATF4"
"REACTOME_UNFOLDED_PROTEIN_RESPONSE","Reactome","Genes involved in Unfolded Protein Response","(Reactome) Unfolded Protein Response"
"REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS","Reactome","Genes involved in Class B/2 (Secretin family receptors)","(Reactome) Class B/2 (Secretin family receptors)"
"REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS","Reactome","Genes involved in Glucagon-type ligand receptors","(Reactome) Glucagon-type ligand receptors"
"REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE","Reactome","Genes involved in Regulation of Insulin Secretion by Acetylcholine","(Reactome) Regulation of Insulin Secretion by Acetylcholine"
"REACTOME_G_ALPHA1213_SIGNALLING_EVENTS","Reactome","Genes involved in G alpha (12/13) signalling events","(Reactome) G alpha (12/13) signalling events"
"REACTOME_FANCONI_ANEMIA_PATHWAY","Reactome","Genes involved in Fanconi Anemia pathway","(Reactome) Fanconi Anemia pathway"
"REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS","Reactome","Genes involved in Trafficking of GluR2-containing AMPA receptors","(Reactome) Trafficking of GluR2-containing AMPA receptors"
"REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA","Reactome","Genes involved in Activation of Chaperone Genes by ATF6-alpha","(Reactome) Activation of Chaperone Genes by ATF6-alpha"
"REACTOME_PROSTANOID_LIGAND_RECEPTORS","Reactome","Genes involved in Prostanoid ligand receptors","(Reactome) Prostanoid ligand receptors"
"REACTOME_OPSINS","Reactome","Genes involved in Opsins","(Reactome) Opsins"
"REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_","Reactome","Genes involved in Formation of RNA Pol II elongation complex ","(Reactome) Formation of RNA Pol II elongation complex "
"REACTOME_MRNA_3_END_PROCESSING","Reactome","Genes involved in mRNA 3'-end processing","(Reactome) mRNA 3'-end processing"
"REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS","Reactome","Genes involved in Post-translational modification: synthesis of GPI-anchored proteins","(Reactome) Post-translational modification: synthesis of GPI-anchored proteins"
"REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION","Reactome","Genes involved in Cyclin A/B1 associated events during G2/M transition","(Reactome) Cyclin A/B1 associated events during G2/M transition"
"REACTOME_ELONGATION_ARREST_AND_RECOVERY","Reactome","Genes involved in Elongation arrest and recovery","(Reactome) Elongation arrest and recovery"
"REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT","Reactome","Genes involved in SLC-mediated transmembrane transport","(Reactome) SLC-mediated transmembrane transport"
"REACTOME_ADP_SIGNALLING_THROUGH_P2RY1","Reactome","Genes involved in ADP signalling through P2Y purinoceptor 1","(Reactome) ADP signalling through P2Y purinoceptor 1"
"REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA","Reactome","Genes involved in G beta:gamma signalling through PLC beta","(Reactome) G beta:gamma signalling through PLC beta"
"REACTOME_CD28_CO_STIMULATION","Reactome","Genes involved in CD28 co-stimulation","(Reactome) CD28 co-stimulation"
"REACTOME_GPCR_DOWNSTREAM_SIGNALING","Reactome","Genes involved in GPCR downstream signaling","(Reactome) GPCR downstream signaling"
"REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN","Reactome","Genes involved in Synthesis, Secretion, and Deacylation of Ghrelin","(Reactome) Synthesis, Secretion, and Deacylation of Ghrelin"
"REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS","Reactome","Genes involved in Adherens junctions interactions","(Reactome) Adherens junctions interactions"
"REACTOME_CRMPS_IN_SEMA3A_SIGNALING","Reactome","Genes involved in CRMPs in Sema3A signaling","(Reactome) CRMPs in Sema3A signaling"
"REACTOME_OTHER_SEMAPHORIN_INTERACTIONS","Reactome","Genes involved in Other semaphorin interactions","(Reactome) Other semaphorin interactions"
"REACTOME_ACTIVATION_OF_RAC","Reactome","Genes involved in Activation of Rac","(Reactome) Activation of Rac"
"REACTOME_PURINE_SALVAGE","Reactome","Genes involved in Purine salvage","(Reactome) Purine salvage"
"REACTOME_G_ALPHA_I_SIGNALLING_EVENTS","Reactome","Genes involved in G alpha (i) signalling events","(Reactome) G alpha (i) signalling events"
"REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION","Reactome","Genes involved in Sema3A PAK dependent Axon repulsion","(Reactome) Sema3A PAK dependent Axon repulsion"
"REACTOME_CD28_DEPENDENT_VAV1_PATHWAY","Reactome","Genes involved in CD28 dependent Vav1 pathway","(Reactome) CD28 dependent Vav1 pathway"
"REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING","Reactome","Genes involved in Sema4D in semaphorin signaling","(Reactome) Sema4D in semaphorin signaling"
"REACTOME_SEMAPHORIN_INTERACTIONS","Reactome","Genes involved in Semaphorin interactions","(Reactome) Semaphorin interactions"
"REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE","Reactome","Genes involved in Sema4D induced cell migration and growth-cone collapse","(Reactome) Sema4D induced cell migration and growth-cone collapse"
"REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION","Reactome","Genes involved in SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion","(Reactome) SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion"
"REACTOME_LYSOSOME_VESICLE_BIOGENESIS","Reactome","Genes involved in Lysosome Vesicle Biogenesis","(Reactome) Lysosome Vesicle Biogenesis"
"REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA","Reactome","Genes involved in G beta:gamma signalling through PI3Kgamma","(Reactome) G beta:gamma signalling through PI3Kgamma"
